4.54697e-05,0.000287266,0.000918185,0.00219164,0.00420345,0.00750635,0.0118789,0.0211005,0.0293889,0.0433567,0.0533666,0.0691534,0.0879395,0.110447,0.134987,0.172286,0.201378,0.243924,0.285758,0.336669,0.423647,0.552661,0.514252,0.573223,0.82497
4.3683e-05,0.000302008,0.000991377,0.00228512,0.00425521,0.0071059,0.0114095,0.0168514,0.0239921,0.0325457,0.0432097,0.0561706,0.071003,0.0889776,0.108832,0.13266,0.159078,0.187888,0.220678,0.25758,0.297864,0.342807,0.389584,0.443348,0.500169
4.28945e-05,0.000299585,0.000955304,0.00221909,0.00429485,0.00793247,0.0122322,0.0220704,0.0308982,0.0471256,0.0575518,0.0746945,0.0966173,0.121896,0.147763,0.186968,0.220062,0.261605,0.318544,0.375457,0.573293,0.899528,0.616158,0.630809,1.42396
4.21239e-05,0.000295557,0.000953422,0.00217221,0.00413554,0.00730046,0.0114317,0.0186343,0.025086,0.0406573,0.0449253,0.0580447,0.0730605,0.091351,0.11381,0.150395,0.169443,0.206739,0.249429,0.296017,0.389193,0.521834,0.491022,0.500192,0.831269
4.41211e-05,0.000309664,0.00099383,0.00228055,0.0043941,0.00790717,0.0124653,0.0222005,0.0305511,0.0449703,0.0562105,0.0722849,0.091677,0.11577,0.140397,0.182621,0.212204,0.255251,0.298852,0.350962,0.439787,0.566604,0.536122,0.598949,0.850155
4.38095e-05,0.000297618,0.00097909,0.00224387,0.00423823,0.00712347,0.0113347,0.0167822,0.0244147,0.0331627,0.0432607,0.0562723,0.071043,0.0886826,0.108699,0.131441,0.158006,0.187438,0.220028,0.25662,0.299647,0.342446,0.390486,0.443763,0.502086
4.29037e-05,0.000300178,0.000945231,0.00223396,0.00423834,0.00795237,0.0122675,0.0220024,0.0311681,0.0477353,0.0574679,0.07482,0.096382,0.121581,0.147831,0.187732,0.220238,0.261004,0.311941,0.373921,0.558701,0.885476,0.600682,0.632655,1.40318
4.39235e-05,0.000307196,0.000997294,0.00228658,0.0044711,0.00761176,0.0119527,0.0194941,0.0266527,0.0448521,0.046529,0.060448,0.0757459,0.0957116,0.118082,0.155499,0.176861,0.215751,0.260294,0.308352,0.390462,0.527903,0.460898,0.523078,0.819488
4.41912e-05,0.000312389,0.00100207,0.00230661,0.00428093,0.0072215,0.0113738,0.016917,0.024064,0.0330702,0.0437481,0.0567557,0.0716678,0.0894837,0.109656,0.132491,0.159225,0.187846,0.221856,0.257832,0.299296,0.342964,0.390556,0.444821,0.501689
4.19434e-05,0.000293496,0.000945396,0.00220302,0.00430841,0.00754838,0.0119862,0.0215207,0.0299218,0.0448825,0.0544731,0.0707252,0.0893013,0.111843,0.136574,0.174619,0.20403,0.246597,0.2899,0.342698,0.430844,0.555596,0.525626,0.578215,0.833879
4.28659e-05,0.000290383,0.000950523,0.00220461,0.00433382,0.00700711,0.0112155,0.0165501,0.0233672,0.0319561,0.0424473,0.0545833,0.0689943,0.0866321,0.106109,0.128467,0.155493,0.182929,0.214315,0.249813,0.289253,0.333389,0.381111,0.432038,0.492249
