1,521962,551424,10.6559563349
10,5222964,3805696,83.4385112139
2,1042336,911872,18.1285572356
3,1564576,1275392,27.7500084161
4,2082809,1635840,38.6582286796
5,2604716,2000384,52.2303151724
6,3127278,2358272,67.0802225954
7,3650955,2715648,75.6573718804
8,4173329,3075072,86.6143894639
9,4694618,3435008,94.8176446439
