1.7484E-5,6.6041E-5,2.21654E-4,5.43769E-4,0.001069732,0.001856343,0.002814157,0.004346589,0.00659024,0.010895178,0.014753657,0.020095975,0.028277938,0.0365612,0.046140676,0.057935114,0.067187058,0.083926859,0.098819707,0.116046156,0.134619728,0.154522814,0.177402651,0.207243021,0.228120434
1.4585E-5,5.227E-5,1.74968E-4,4.2308E-4,8.6546E-4,0.001454153,0.002467507,0.003594195,0.00510204,0.006995261,0.009263862,0.012118056,0.015468917,0.019194215,0.023718307,0.028720002,0.034425367,0.040848442,0.047996558,0.055944846,0.06483828,0.074471552,0.085359014,0.09703343,0.109412973
2.0093E-5,9.6989E-5,3.27971E-4,8.22104E-4,0.001915341,0.003435041,0.006067195,0.010445448,0.015906994,0.023570049,0.031217789,0.040361896,0.051395564,0.06441338,0.078572569,0.095119463,0.114117972,0.136466734,0.167100375,0.187073297,0.217331917,0.250256358,0.290439039,0.393447904,0.375126791
1.8592E-5,7.7969E-5,2.44841E-4,5.99354E-4,0.001170386,0.002023861,0.003141363,0.005015363,0.007759786,0.010919477,0.014982858,0.020616093,0.02817882,0.037367867,0.045254207,0.057605029,0.066567793,0.082853756,0.097432751,0.114190558,0.132981471,0.152303476,0.175464036,0.204432067,0.226323611
1.6188E-5,6.6195E-5,2.1761E-4,5.44647E-4,0.001095684,0.001835474,0.002797505,0.004510314,0.00696442,0.01067455,0.01475432,0.0211742,0.028376082,0.036398828,0.046276803,0.058276895,0.067331909,0.08407467,0.098747643,0.116190173,0.134328856,0.15546872,0.178145119,0.209107077,0.229957374
1.4672E-5,5.4205E-5,1.86725E-4,4.45694E-4,8.68334E-4,0.001460624,0.002468226,0.003663451,0.00534042,0.007310526,0.009668484,0.012605925,0.015934262,0.019834031,0.024343721,0.029460266,0.035286503,0.042049228,0.049154123,0.057458401,0.066419638,0.076424466,0.087432476,0.099039738,0.111918171
2.0096E-5,9.9075E-5,3.30384E-4,8.37473E-4,0.001954948,0.003492873,0.006221401,0.011348286,0.016468399,0.023784064,0.031322226,0.040567018,0.051716023,0.064646621,0.079049935,0.095718358,0.114853872,0.137668484,0.167486354,0.189046938,0.21884876,0.252736254,0.292802452,0.397975723,0.380087627
1.7802E-5,7.6043E-5,2.5177E-4,6.27545E-4,0.001246716,0.002092882,0.003270542,0.005169219,0.00804532,0.011218849,0.015381996,0.020856581,0.028338531,0.037886076,0.045922517,0.057412463,0.066925334,0.083402274,0.098755562,0.115008333,0.1340041,0.15380391,0.177224539,0.204237846,0.227427935
1.3972E-5,4.6013E-5,1.46789E-4,3.36623E-4,6.44296E-4,0.001097258,0.001799953,0.002645856,0.003741136,0.005160234,0.006706574,0.008829268,0.011324198,0.013733365,0.016726072,0.020615611,0.02412578,0.028740126,0.033917364,0.039238663,0.045433086,0.051855922,0.059472607,0.0672506,0.075779838
1.6439E-5,6.9509E-5,2.26647E-4,5.59161E-4,0.001069567,0.001856983,0.002827172,0.00443276,0.006804838,0.010728984,0.014725306,0.021089042,0.028028386,0.036408283,0.046283351,0.057494683,0.065973653,0.082591202,0.097443396,0.114757497,0.132741915,0.152761099,0.175871464,0.205362738,0.225895743
